ts,open,high,low,close,kvwapd1,kvwaph4,kvwaph1,kvwapm30,kvwapm15,kvwapm5,kvwapm1,fair_price,breakout_price,breakout_coc,breakout_rev
2020-07-06,9071.87,9379,9058.1,9339.6,9137.706799,9140.609581,9163.397989,9181.777085,9194.288108,9203.475064,9207.62911,,9293,TRUE,FALSE
2020-07-07,9339.59,9380,9201.23,9258.51,9288.564439,9287.90022,9282.326583,9277.224655,9273.036258,9269.320616,9267.744455,,,,
2020-07-08,9258.51,9470,9233.47,9436.08,9290.578759,9292.643058,9308.631949,9321.816512,9331.62042,9339.333065,9342.429517,,,,
2020-07-09,9436.08,9440.81,9164.33,9236.28,9383.369433,9381.366441,9365.776863,9352.587584,9342.655268,9335.223259,9332.059714,,,,
2020-07-10,9236.29,9317.24,9121.42,9288.39,9200.339094,9200.409779,9200.790418,9201.039915,9201.390407,9201.969785,9202.708059,,,,
2020-07-11,9288.39,9301.74,9178.91,9233.5,9258.667074,9257.732703,9250.426185,9244.724674,9241.059158,9238.691671,9237.878396,,,,
2020-07-12,9233.5,9349,9155,9300.69,9256.594735,9255.988481,9251.457718,9248.297169,9246.997214,9247.487633,9248.161591,,,,
2020-07-13,9300.7,9345,9200,9241.2,9284.25021,9284.331714,9284.813417,9284.438325,9283.106241,9281.348465,9280.460771,,,,
2020-07-14,9241.18,9279,9116,9254.17,9216.527921,9216.741871,9218.226109,9219.398679,9220.424991,9221.325772,9221.7016,,9121.42,TRUE,FALSE
2020-07-15,9254.17,9272.56,9156,9197.3,9238.626026,9238.159578,9234.424306,9231.129652,9228.579588,9226.583476,9225.669649,,,,
2020-07-16,9197.75,9223,9044.02,9132,9170.63076,9169.160897,9157.633405,9148.922298,9143.803672,9140.733119,9139.694367,,,,
2020-07-17,9132,9187,9087,9151.69,9126.13956,9126.632421,9130.40717,9133.293475,9135.130343,9136.325623,9136.73431,,,,
2020-07-18,9151.7,9210,9121.98,9171.8,9148.818401,9149.34028,9153.2864,9156.151798,9157.743485,9158.532364,9158.806875,,,,
2020-07-19,9171.79,9239.59,9108,9210.51,9157.859579,9157.604932,9155.587428,9154.276746,9153.925489,9154.287493,9154.815557,,,,
2020-07-20,9210.68,9221,9131.01,9161.13,9186.288626,9185.953332,9183.329082,9181.248627,9179.762362,9178.393334,9177.632435,,,,
2020-07-21,9161.28,9439.6,9152.62,9388.01,9231.355476,9234.388263,9258.055218,9276.436048,9288.232554,9296.577424,9300.106464,,9345,TRUE,FALSE
2020-07-22,9388,9543,9272,9518.25,9352.417709,9352.36193,9351.80375,9351.783199,9352.950965,9355.794305,9357.941954,,,,
2020-07-23,9518.25,9678.32,9439.86,9604.41,9507.585561,9508.431744,9514.942272,9520.585837,9525.08041,9528.511181,9529.813544,,,,
2020-07-24,9604.41,9650,9470,9539.7,9554.985605,9554.851396,9553.520543,9552.411943,9551.812427,9550.891815,9549.997923,,,,
2020-07-25,9539.7,9735.1,9526.31,9701.49,9577.533119,9578.611099,9587.220011,9595.275144,9602.370075,9608.427095,9610.956252,,,,
2020-07-26,9701.54,10300,9655.2,9939.69,9744.1768,9748.254456,9779.765333,9803.514522,9818.028536,9827.883046,9831.917506,,,,
2020-07-27,9939.68,11488,9928.61,11047.58,10189.27708,10197.35195,10261.21161,10318.75041,10367.86334,10411.72304,10430.55124,,,,
2020-07-28,11047.58,11270,10580,10919.94,11028.92465,11028.00639,11019.01874,11009.12209,11000.01319,10991.45827,10987.63617,,,,
2020-07-29,10919.94,11364.8,10844.34,11113.03,11005.41486,11009.31389,11039.93382,11065.21367,11083.15222,11095.2232,11098.47584,,,,
2020-07-30,11113.01,11195.52,10826.55,11111.96,11034.66576,11034.64486,11034.06542,11034.23208,11035.79828,11037.84342,11038.95778,,,,
2020-07-31,11111.97,11450.42,10971.78,11343.68,11102.52243,11106.43764,11136.88576,11161.40681,11178.1355,11189.06312,11192.60297,,,,
2020-08-01,11343.67,11887.45,11201,11811.42,11470.33743,11475.50951,11516.99229,11552.6468,11579.26577,11599.01424,11606.42015,,,,
2020-08-02,11811.43,12154.25,10490,11079.72,11568.16896,11558.73368,11483.42244,11422.1777,11381.20465,11352.64418,11340.76986,,,,
2020-08-03,11080.7,11483,10923,11227.07,11191.7418,11194.62951,11217.395,11236.02556,11248.49354,11255.9586,11258.76368,,,,
2020-08-04,11227.07,11427.38,11025,11200.05,11287.03202,11285.23098,11271.04654,11260.03728,11253.10342,11248.63208,11247.38507,,,,
2020-08-05,11200.06,11798.56,11103,11752.5,11301.46505,11308.29361,11361.50332,11404.33902,11433.86564,11454.55716,11462.79014,,,,
2020-08-06,11752.5,11916.02,11571.78,11770.56,11707.00805,11709.59243,11728.88077,11742.73487,11750.16054,11752.66486,11752.76354,,,,
2020-08-07,11769.97,11920,11318.93,11596.06,11794.84444,11791.33396,11764.1005,11741.88207,11726.68125,11717.54709,11714.40556,,,,
2020-08-08,11596.26,11819,11513.69,11765.72,11630.33604,11632.41596,11648.62132,11660.81353,11668.45813,11674.51098,11677.1721,,,,
2020-08-09,11765.72,11811,11526.9,11685.99,11709.79346,11708.07903,11694.6384,11684.11604,11677.55487,11673.38569,11671.76527,,,,
2020-08-10,11685.99,12100,11384.9,11896.89,11898.41862,11897.60631,11892.21382,11890.22431,11891.58777,11894.84666,11897.12555,,0,FALSE,FALSE
2020-08-11,11896.86,11944,11127,11392.64,11794.63402,11788.39646,11739.67208,11698.8991,11668.56076,11646.25097,11637.985,,,,
2020-08-12,11392.64,11630,11140,11568.36,11391.85653,11395.10298,11420.38549,11439.78492,11451.65674,11459.20506,11462.19471,,,,
2020-08-13,11568.37,11798,11272,11790,11553.94167,11553.12912,11546.41075,11542.06833,11541.86124,11545.34453,11548.08124,,,,
2020-08-14,11790,11868.42,11644.6,11767.89,11745.11286,11745.42035,11747.48846,11748.92777,11749.61285,11749.09152,11748.3166,,,,
2020-08-15,11767.89,11993.58,11682,11859.04,11885.12847,11884.56286,11880.25,11877.4598,11876.57854,11877.127,11877.98888,,,,
2020-08-16,11858.91,11945,11688,11921.23,11864.67987,11863.962,11858.69327,11855.78709,11855.50645,11856.76152,11857.59604,,,,
2020-08-17,11921.32,12499.42,11780,12298.06,11905.37111,11912.02152,11963.1677,12004.52355,12033.61333,12053.84033,12061.08896,,,,
2020-08-18,12298.06,12403,11810,11960.79,12273.40097,12269.30237,12237.16611,12210.90064,12192.78889,12180.3966,12175.09791,,,,
2020-08-19,11962.03,12037.05,11574.78,11763.87,11871.33348,11869.01138,11850.16841,11832.91042,11818.90792,11808.33674,11804.27472,,,,
2020-08-20,11763.88,11888,11676.03,11857.92,11772.62041,11773.90972,11783.68944,11790.97486,11795.22452,11797.41355,11798.53507,,,,
2020-08-21,11858.53,11882.68,11491,11538.53,11812.08507,11809.80097,11791.96881,11777.10979,11765.47709,11754.67688,11749.285,,,,
2020-08-22,11538.53,11689.08,11385.06,11670.47,11507.92389,11510.07695,11527.22708,11541.34696,11551.3334,11559.08779,11562.07161,,,,
2020-08-23,11670.48,11724,11522.15,11654,11617.60542,11617.83195,11619.28417,11620.62985,11621.94958,11622.60798,11622.57075,,,,
2020-08-24,11654,11831.96,11595,11753.3,11695.53599,11697.18188,11710.34061,11720.83194,11727.78938,11733.16457,11735.49193,,,,
2020-08-25,11753.29,11770,11130,11327.17,11645.51063,11640.20881,11598.75382,11564.59869,11540.36945,11523.58374,11517.06799,,11385.06,TRUE,FALSE
2020-08-26,11327.18,11548.68,11255.95,11466.22,11362.75508,11364.34625,11377.0523,11388.04486,11396.54674,11403.18519,11405.74521,,,,
2020-08-27,11466.22,11593,11130.82,11335.53,11396.90056,11395.07251,11380.59826,11368.08875,11358.54376,11351.54313,11348.98374,,,,
2020-08-28,11335.83,11544.88,11283.19,11526.85,11389.58069,11391.43458,11406.0943,11418.24098,11427.01312,11433.99833,11437.33339,,,,
2020-08-29,11526.85,11582,11419.34,11466.66,11499.87822,11499.95815,11500.6916,11501.71549,11502.68425,11502.92633,11502.57555,,,,
2020-08-30,11466.27,11724.12,11457.88,11714.14,11580.18071,11581.13257,11588.71882,11595.49577,11601.3734,11607.41562,11610.8395,,,,
2020-08-31,11714.13,11784.21,11575.78,11658.11,11681.95804,11682.37479,11685.13848,11686.56279,11686.69485,11685.85646,11685.35056,,,,
2020-09-01,11658.11,12061.07,11531.34,11930.18,11755.87444,11760.60653,11798.1923,11829.30576,11851.14091,11866.81853,11872.59673,,11831.96,TRUE,FALSE
2020-09-02,11930.17,11961,11156,11396.96,11770.44758,11761.99036,11696.31139,11645.25383,11612.34868,11590.06902,11581.18944,,,,
2020-09-03,11396.44,11475,9901.16,10141.08,11283.67971,11273.68875,11196.87514,11135.68625,11092.99374,11060.08986,11042.61584,,11130,TRUE,FALSE
2020-09-04,10141.4,10635.77,9878.65,10448,10315.02916,10317.44368,10337.03394,10354.08673,10367.11097,10376.80945,10380.79515,,,,
2020-09-05,10448,10567.87,9808.58,10168.71,10390.95861,10386.02423,10347.34258,10315.31084,10291.80792,10274.21819,10267.78951,,,,
2020-09-06,10168.23,10348.97,10003,10258.13,10173.0748,10174.33764,10184.30237,10192.04389,10196.90549,10199.94465,10201.30425,,,,
2020-09-07,10258.13,10420.55,9879.68,10378.76,10185.54043,10184.05897,10172.15381,10163.44299,10159.29187,10158.95777,10160.46625,,,,
2020-09-08,10379.3,10443.79,9842.01,10129.02,10250.42916,10246.09569,10212.15702,10185.34009,10167.32236,10154.56396,10149.85416,,,,
2020-09-09,10130,10346,9981.13,10219.29,10125.03202,10127.77694,10149.21923,10165.93133,10176.25063,10182.26187,10184.24909,,,,
2020-09-10,10219.29,10484.6,10211.67,10335.91,10330.77076,10330.80035,10330.82353,10330.6832,10330.91055,10332.08312,10333.10603,,,,
2020-09-11,10335.91,10397.85,10200.8,10387.81,10294.85438,10295.15,10297.18033,10298.40666,10298.89792,10299.14743,10299.41493,,,,
2020-09-12,10387.81,10477.7,10271,10438.28,10351.11624,10351.64623,10355.79132,10359.97264,10364.03659,10367.21791,10368.18361,,,,
2020-09-13,10438.29,10580,10209.01,10327.72,10444.64146,10441.91765,10421.55126,10406.80166,10398.17285,10393.00083,10391.0725,,,,
2020-09-14,10327.72,10746.06,10241.57,10664.1,10379.6293,10384.65736,10423.67854,10455.08187,10476.90098,10492.29459,10498.0366,,,,
2020-09-15,10664.1,10923.42,10592,10776.78,10728.10553,10729.6171,10741.13528,10750.12527,10756.70793,10762.03645,10763.76813,,,,
2020-09-16,10776.88,11089.08,10661.9,10948.17,10795.34764,10799.0759,10828.29202,10852.17375,10868.81306,10880.26325,10884.07362,,,,
2020-09-17,10948.16,11040,10740,10935.33,10906.97048,10905.85146,10896.77889,10889.8918,10886.12917,10884.2027,10883.89076,,,,
2020-09-18,10935.97,11035,10810.1,10926.29,10922.49243,10922.25668,10920.63923,10919.07602,10917.68084,10917.04369,10916.61542,,,,
2020-09-19,10926.3,11177,10880,11073.74,10962.73529,10964.5905,10978.72535,10989.27854,10995.84258,11000.33043,11002.45452,,,,
2020-09-20,11073.2,11073.9,10751,10914.28,10953.0041,10951.29673,10937.90611,10926.92966,10918.875,10912.35645,10909.81313,,,,
2020-09-21,10915.52,10980.69,10281,10414.73,10842.41639,10834.73147,10775.64917,10730.39758,10701.88936,10683.29881,10675.90396,,,,
2020-09-22,10414.73,10574.08,10353.1,10523.32,10450.43613,10450.85086,10454.40034,10457.8259,10460.80625,10463.37111,10464.60625,,,,
2020-09-23,10523.32,10531.94,10132.21,10237.91,10476.16523,10474.90416,10464.47658,10453.58682,10442.60972,10432.12707,10427.46757,,,,
2020-09-24,10237.91,10837.27,10191,10724.92,10326.29033,10330.46521,10362.95014,10390.36133,10411.36779,10428.54445,10436.5961,,,,
2020-09-25,10724.91,10754.29,10551.56,10683.51,10670.88738,10670.52152,10667.36215,10665.31695,10664.85458,10664.51056,10663.82729,,,,
2020-09-26,10683.5,10827.8,10642.23,10726.5,10698.19584,10698.45966,10700.68632,10703.05492,10705.33778,10707.355,10708.20251,,,,
2020-09-27,10726.5,10793.5,10584,10768,10727.85654,10726.90042,10719.24137,10713.74298,10711.23762,10710.49916,10710.71752,,,,
2020-09-28,10768,11024,10627.19,10691.45,10881.9331,10881.7361,10880.08814,10878.40894,10876.89514,10875.40672,10873.90203,,,,
2020-09-29,10691.94,10863.94,10631.49,10836.98,10710.76368,10711.32874,10715.82382,10719.39944,10722.02097,10724.69063,10726.55895,,,,
2020-09-30,10836.99,10845.99,10660.05,10773,10759.31291,10758.67514,10753.2114,10748.04736,10743.80708,10740.53236,10739.38209,,,,
2020-10-01,10773,10935.14,10442,10612.63,10805.25577,10803.20431,10787.44278,10773.33521,10761.78633,10753.53298,10750.28728,,,,
2020-10-02,10612.62,10660,10371.03,10565.15,10546.38694,10545.29375,10536.40743,10529.25937,10524.83888,10522.13707,10521.46083,,,,
2020-10-03,10565.44,10596,10491.11,10537.96,10535.26344,10535.4899,10537.21827,10538.69487,10539.78645,10540.24792,10540.20361,,,,
2020-10-04,10537.96,10694,10514,10660.16,10564.84035,10565.9332,10574.69091,10582.41799,10588.52542,10593.28745,10595.2655,,,,
2020-10-05,10660.16,10792,10608.9,10785,10681.35548,10681.92271,10686.07541,10689.17257,10691.36069,10693.22479,10694.32097,,,,
2020-10-06,10784.99,10792,10510.66,10593.65,10737.31327,10735.75084,10723.38672,10712.4925,10703.49771,10695.95173,10692.83612,10604,,,
2020-10-07,10593.65,10675,10540.29,10658.75,10592.55569,10593.24584,10598.75257,10603.60541,10607.42167,10610.34902,10611.54763,10604,,,
2020-10-08,10658.75,10958,10523,10919.45,10648.55243,10651.77812,10676.35299,10696.20487,10710.41862,10720.48763,10724.37806,10604,10792,TRUE,FALSE
2020-10-09,10919.45,11110,10818.44,11050.47,10914.41076,10917.20764,10938.43403,10954.20757,10963.9716,10970.68555,10973.3223,10604,,,
2020-10-10,11050.46,11494,11050.46,11294.79,11280.77457,11282.0811,11293.27421,11304.85083,11316.14286,11326.66333,11330.73582,10604,,,
2020-10-11,11294.78,11450.73,11273.77,11369.59,11342.26145,11343.11126,11349.65257,11354.43841,11357.05458,11358.71271,11359.73333,10604,,,
2020-10-12,11369.59,11732,11157,11530.36,11383.71251,11385.75313,11401.56764,11415.85278,11428.20707,11438.54639,11441.99805,10604,,,
2020-10-13,11530.37,11562,11308,11419.36,11474.74283,11473.49894,11463.84958,11456.24589,11451.30139,11447.9452,11446.38694,10604,,,
2020-10-14,11419.36,11550,11280.5,11417.13,11418.95534,11418.04431,11410.90849,11404.85855,11400.50436,11397.89111,11397.35125,10604,,,
2020-10-15,11417.12,11649.48,11250,11502,11383.14258,11383.81257,11389.05702,11394.44453,11399.74257,11403.90896,11405.37209,10604,,,
2020-10-16,11502,11538.92,11175,11318.92,11408.47277,11406.59035,11391.05201,11377.38549,11367.32105,11360.33055,11357.78381,10604,,,
2020-10-17,11319.51,11424.09,11250,11356.25,11329.98791,11330.08702,11331.11133,11332.43763,11333.9659,11335.58069,11336.20604,10604,,,
2020-10-18,11356.25,11529.93,11342.54,11501.1,11393.95299,11394.96507,11402.93992,11409.4343,11413.9627,11417.63126,11419.55069,10604,,,
2020-10-19,11501.5,11830,11404.01,11745,11487.85763,11491.54021,11519.68028,11541.7952,11556.74375,11567.20348,11571.1725,10604,11732,TRUE,FALSE
2020-10-20,11744.99,12045.78,11673,11900.03,11761.1772,11764.30223,11788.30631,11806.9889,11819.18403,11827.39313,11830.50541,10604,,,
2020-10-21,11900.03,13240,11876,12796.07,12176.66806,12186.51187,12263.45833,12328.21132,12377.54465,12417.38735,12433.58335,10604,,,
2020-10-22,12796.06,13188.27,12675.5,12968.87,12845.42249,12848.775,12874.03749,12893.68159,12906.96916,12915.25854,12917.40159,10604,,,
2020-10-23,12970.39,13043,12725.04,12925.82,12931.4032,12930.9762,12927.70965,12925.01048,12923.58362,12923.75834,12924.00028,10604,,,
2020-10-24,12925.82,13177.59,12871.07,13110.88,12966.17812,12968.06411,12982.68952,12994.92666,13004.13986,13011.07749,13013.9211,10604,,,
2020-10-25,13110.88,13369,12715,13023.81,13091.94361,13089.31202,13068.71716,13053.46987,13045.31105,13041.0352,13039.71251,10604,,,
2020-10-26,13024.21,13240,12729,13047.24,13066.7095,13065.90007,13059.88187,13054.90341,13051.8084,13051.57388,13052.32979,10604,,,
2020-10-27,13047.24,13787.83,13041.3,13629.38,13165.48207,13172.95438,13230.78799,13277.61806,13311.00689,13335.92729,13346.01493,10604,,,
2020-10-28,13629.89,13863,12876,13256.17,13617.97813,13609.23744,13541.83201,13490.22145,13458.16207,13438.47368,13431.7777,10604,,,
2020-10-29,13255.79,13637.22,12965,13446.65,13246.58652,13249.07339,13268.38861,13285.54591,13298.89536,13307.49632,13310.56562,10604,,,
2020-10-30,13446.65,13665.65,13100,13549.12,13404.51972,13404.6077,13404.13763,13403.98168,13405.90125,13409.87207,13412.57722,10604,,,
2020-10-31,13549.12,14140,13403.36,13783.73,13633.66389,13637.75778,13669.23742,13692.20675,13705.64362,13715.51262,13719.67673,10604,,,
2020-11-01,13783.73,13891.52,13605.9,13752.86,13736.43243,13737.4323,13744.71763,13749.74076,13751.98626,13751.20549,13749.76312,10604,,,
2020-11-02,13752.87,13823.75,13195,13540.54,13659.87479,13655.95655,13625.45978,13602.95424,13590.10028,13581.78952,13578.34229,10604,,,
2020-11-03,13541.55,14070,13276.33,14016.55,13504.92305,13508.60173,13536.64667,13558.50153,13573.42383,13585.99474,13593.13395,10604,,,
2020-11-04,14016.55,14280,13512,14134.31,13831.85583,13833.80249,13848.11111,13860.53076,13870.7882,13877.52021,13879.50876,10604,14140,FALSE,FALSE
2020-11-05,14134.32,15777,14088.01,15598.75,14377.33743,14390.1943,14490.33561,14572.14042,14631.9946,14681.94832,14705.42853,10604,,,
2020-11-06,15598.74,15984.2,15177,15590.96,15638.34528,15635.48673,15612.35931,15593.06272,15580.10131,15574.29438,15574.76014,10604,,,
2020-11-07,15590.95,15774,14350,14824.34,15535.78605,15529.0236,15475.62874,15427.23486,15386.2118,15353.20438,15340.39826,10604,,,
2020-11-08,14824.33,15678,14710,15473.2,15021.96112,15028.23423,15077.28209,15117.75882,15147.49264,15171.79042,15183.34437,10604,,,
2020-11-09,15473.2,15869,14822,15328.72,15432.61451,15429.69284,15406.72063,15388.2893,15376.59069,15369.19784,15366.19681,10604,,,
2020-11-10,15328.72,15474.17,15071,15294.68,15318.40604,15317.4041,15310.23653,15306.16694,15305.6,15307.34605,15307.92451,10604,,,
2020-11-11,15294.68,16000,15274.89,15690.24,15450.98605,15456.37438,15497.79487,15530.5707,15552.86861,15568.99965,15575.99805,10604,,,
2020-11-12,15690.24,16345,15437.7,16289.02,15743.53632,15749.73717,15798.38034,15838.78826,15868.67577,15893.13224,15903.81709,10604,,,
2020-11-13,16289.01,16479.99,15955.6,16320.54,16319.57535,16317.15113,16297.96605,16283.46868,16275.86758,16273.43297,16273.50846,10604,,,
2020-11-14,16320.54,16326.82,15700,16064.51,16106.35013,16102.03744,16068.09278,16041.55722,16024.90661,16014.53771,16010.91375,10604,,,
2020-11-15,16064.51,16161.23,15768,15952.27,16001.77834,16001.25042,15997.17993,15992.31708,15986.19806,15980.29973,15978.38986,10604,,,
2020-11-16,15951.93,16882,15862,16707.07,16118.70973,16127.88529,16200.06298,16260.83833,16305.84154,16339.39743,16352.89097,10604,16479.99,FALSE,FALSE
2020-11-17,16707,17890.1,16550,17670.01,16790.1386,16801.8209,16891.32285,16963.93271,17015.69457,17052.25353,17067.62495,10604,,,
2020-11-18,17670.01,18520,17215.03,17788.32,17863.88478,17864.65125,17871.35117,17876.12625,17878.13452,17879.88917,17881.34561,10604,,,
2020-11-19,17788.32,18200,17347.27,17811.68,17799.91313,17801.74817,17815.28826,17826.65477,17836.21063,17843.32012,17844.73227,10604,,,
2020-11-20,17811.68,18831.6,17748.92,18664.31,18105.29424,18114.43124,18186.065,18245.05076,18286.93242,18317.31958,18330.08679,10604,,,
2020-11-21,18662.85,18986,18302.08,18721.99,18730.26793,18729.97056,18726.43097,18721.47947,18716.18003,18712.46236,18712.61083,10604,,,
2020-11-22,18721.99,18780,17645.98,18435.2,18494.25753,18491.49192,18469.86092,18456.33819,18451.90438,18448.69791,18445.6412,10604,,,
2020-11-23,18434.17,18812.65,18013.97,18382.07,18420.85817,18422.67971,18437.94265,18449.88424,18456.40367,18458.57376,18457.15,10604,,,
2020-11-24,18382.07,19440,18000,19179.64,18578.35958,18591.89018,18695.88418,18773.96013,18821.24998,18852.47185,18865.77132,10604,,,
2020-11-25,19178.53,19554.19,18509.12,18741.67,19081.72033,19083.12125,19092.02202,19092.01536,19082.84376,19069.06854,19062.02389,10604,,,
2020-11-26,18741.66,18940.69,16181,17155.34,17978.64951,17954.83273,17765.8177,17610.43668,17503.33843,17430.21257,17402.59076,10604,,,
2020-11-27,17155.37,17465,16444.83,17144.1,17109.20203,17102.65362,17052.70229,17016.32276,16996.6077,16988.19118,16987.30131,10604,,,
2020-11-28,17144.11,17880,16865.78,17717.74,17100.53696,17108.82806,17172.56937,17224.65007,17262.29104,17289.64854,17300.54923,10604,,,
2020-11-29,17717.74,18343,17523,18181.09,17814.93547,17821.58488,17873.75854,17915.90827,17945.44819,17967.33611,17975.44537,10604,,,
2020-11-30,18180.43,19944,18178.82,19720,18579.0918,18592.37454,18694.6991,18777.03141,18835.65675,18881.3764,18903.55728,10604,19554.19,FALSE,FALSE
2020-12-01,19722.09,19956,18050,18772.7,19470.36515,19462.19,19398.34748,19346.72595,19310.91306,19284.27694,19271.29168,10604,,,
2020-12-02,18770.33,19365,18329.58,19207.01,18827.6854,18832.58945,18871.61235,18902.52956,18922.94069,18939.72837,18948.44555,10604,,,
2020-12-03,19207.01,19640,18865,19434.3,19177.56916,19182.278,19218.42277,19245.62369,19262.29937,19272.83674,19276.3191,10604,,,
2020-12-04,19432.66,19537.16,18570,18664.2,19272.13315,19265.98814,19217.88006,19178.84904,19150.18174,19125.391,19114.05093,10604,,,
2020-12-05,18662.72,19203.46,18510,19147.62,18876.41736,18880.86542,18916.67206,18946.54234,18967.44591,18983.16987,18990.70723,10604,,,
2020-12-06,19147.63,19449.1,18855.35,19375.02,19175.06974,19173.17,19158.14479,19147.45932,19142.67855,19142.43634,19144.46688,10604,,,
2020-12-07,19375,19446.36,18908.66,19172.88,19270.64354,19267.99923,19247.3427,19229.68973,19215.80076,19205.27473,19201.58714,10604,,,
2020-12-08,19172.87,19319.38,18133.33,18319.32,19096.7427,19090.58826,19042.83036,19005.18584,18978.85565,18955.74916,18943.01111,10604,18510,TRUE,FALSE
2020-12-09,18319.33,18639.7,17650,18537.98,18223.22749,18224.6945,18235.48778,18243.94264,18251.1027,18259.1587,18263.42315,10604,,,
2020-12-10,18537.97,18550,17916,18253.51,18370.69862,18367.29529,18341.10234,18322.65276,18313.53759,18308.2941,18305.18598,10604,,,
2020-12-11,18254,18290.44,17555,18031.47,17943.52829,17943.43838,17942.0673,17941.03487,17940.52653,17938.54047,17936.0445,10604,,,
2020-12-12,18031.71,18950,18012.21,18800,18328.21747,18332.40778,18365.65872,18395.68792,18421.55492,18444.90687,18455.86425,10604,,,
2020-12-13,18800,19432,18705.46,19175.07,18957.64009,18965.00313,19022.54939,19066.1423,19091.65479,19106.71908,19112.24749,10604,,,
2020-12-14,19175.06,19355.35,19004.72,19270.7,19141.74686,19142.22164,19145.93084,19149.75085,19154.19248,19159.69953,19162.49437,10604,,,
2020-12-15,19270.71,19598,19039.64,19424.91,19329.17152,19329.74519,19333.30312,19336.29117,19340.2325,19344.98461,19347.31766,10604,19449.1,TRUE,FALSE
2020-12-16,19424.9,21600,19274.55,21346.8,19572.1473,19591.4925,19740.91439,19862.9061,19952.91015,20026.37686,20058.72994,10604,,,
2020-12-17,21346.81,23888.04,21231.5,22816.99,22119.20875,22141.30237,22313.61686,22448.20508,22534.46397,22594.35057,22618.73451,10604,,,
2020-12-18,22816.99,23330,22363.94,23124.35,22920.26749,22917.55202,22897.25417,22884.05576,22880.65458,22886.44693,22890.76248,10604,,,
2020-12-19,23124.35,24281.61,22735.81,23847.28,23117.35626,23126.85584,23200.06188,23261.80048,23309.27376,23344.86889,23358.15499,10604,,,
2020-12-20,23847.28,24376,23076.25,23472.96,23525.58667,23530.01148,23563.80876,23590.43305,23606.39757,23610.09846,23607.26193,10604,,,
2020-12-21,23472.96,24145,21920,22730.1,23557.0816,23542.08174,23427.66868,23345.36529,23300.28069,23276.94014,23268.99222,10604,,,
2020-12-22,22736.05,23850,22387,23826.99,22883.12807,22892.23202,22962.65277,23019.51194,23060.42092,23092.19305,23106.6146,10604,,,
2020-12-23,23826.74,24235.42,22572.52,23238.27,23645.01181,23642.76819,23623.18812,23603.13458,23583.62743,23563.69516,23555.73861,10604,,,
2020-12-24,23237.73,23819.81,22700,23737.44,23094.79764,23100.14847,23142.11258,23176.42659,23201.45119,23223.13264,23232.72153,10604,,,
2020-12-25,23738.75,24827.64,23450,24730,23765.14577,23777.13623,23869.63342,23941.17153,23988.75371,24025.03188,24041.03111,10604,24376,FALSE,FALSE
2020-12-26,24729.99,26926,24507.24,26508.83,24882.57564,24896.52089,25005.25151,25101.65007,25183.78399,25256.2662,25286.73061,10604,,,
2020-12-27,26508.84,28459.84,25850,26305.64,27028.07847,27033.12966,27073.92543,27099.93389,27104.19396,27098.74646,27097.23581,10604,,,
2020-12-28,26301.76,27538.82,26117.1,27102.66,26988.31415,26989.15068,26995.41383,26999.78708,27002.67431,27009.02714,27018.50111,10604,,,
2020-12-29,27101.45,27441.73,25913.01,27402.83,26703.93959,26705.05355,26712.07571,26715.05138,26716.95659,26721.24412,26724.2557,10604,,,
2020-12-30,27402.83,29063.72,27401,28906.99,27928.69881,27935.95389,27994.99854,28053.28245,28107.39029,28154.8173,28176.09905,10604,,,
2020-12-31,28906.99,29376.7,27848,28951.68,28925.10627,28922.26736,28901.64702,28890.08604,28887.57555,28886.23048,28884.36008,10604,,,
2021-01-01,28948.19,29668.86,28627.12,29337.16,29201.29247,29202.2184,29209.45612,29214.71502,29219.61467,29229.25344,29235.28668,10604,,,
2021-01-02,29337.15,33480,28958.24,32199.91,29770.97855,29811.81701,30127.4921,30382.46978,30557.94596,30675.4459,30721.22542,10604,,,
2021-01-03,32198.41,34832.25,32000.02,33054.53,33210.67332,33221.53825,33311.12571,33385.00479,33436.18162,33480.54617,33499.93829,10604,,,
2021-01-04,33053.93,33653.56,27800,32031.07,32523.99702,32493.1611,32253.17043,32073.79748,31969.39583,31904.5924,31882.52851,10604,,,
2021-01-05,32029.55,34500,29900,33999.52,31938.22013,31949.15597,32029.93481,32100.15111,32164.85282,32227.64712,32256.47529,10604,,,
2021-01-06,33999.51,37037.51,33356.46,36823.68,34393.35545,34406.65316,34515.24669,34621.09825,34719.20099,34811.58034,34854.87206,10604,,,
2021-01-07,36825.77,40565.62,36337.36,39498.92,37374.44255,37402.02326,37615.18185,37791.03604,37922.01939,38023.74031,38064.46329,10604,,,
2021-01-08,39498.32,42125.51,36539.77,40637.23,39138.91435,39177.04654,39465.65975,39666.24582,39764.1488,39809.4605,39829.1361,10604,,,
2021-01-09,40638.91,41539.88,38733.28,40136.04,40268.11478,40278.12951,40350.13164,40393.95847,40409.88102,40406.82756,40398.17764,10604,,,
2021-01-10,40136.05,41412.12,35268,38221.67,40496.80036,40465.81257,40224.99299,40023.38724,39874.14954,39774.8402,39740.89523,10604,,,
2021-01-11,38200.01,38322.18,30448,35408.46,35628.45698,35573.88451,35145.5557,34795.63352,34558.66782,34413.96659,34366.48927,10604,,,
2021-01-12,35406.92,36693.44,32600,34056.9,35036.90307,35029.98046,34984.47068,34956.98598,34936.50983,34907.57459,34886.2276,10604,,,
